mentions_count,name
830,Brett Kavanaugh
523,Donald Trump
464,Christine Blasey Ford
217,Deborah Ramirez
185,Bill Cosby
153,Michael Avenatti
125,Julie Swetnick
124,Anita Hill
93,Rachel Mitchell
91,Eric Klinenberg
88,Chris Hayes
86,Blasey Ford
77,Chuck Grassley
72,Clarence Thomas
67,Barack Obama
64,Stormy Daniels
52,Hillary Clinton
48,Mike Pompeo
48,Andrea Constand
46,Hassan Rouhani
42,Dianne Feinstein
41,Chuck Schumer
38,Robert Mueller
38,Andrew Gillum
37,Jerome Powell
36,Jeff Sessions
35,Mark Zuckerberg
34,Lopez Obrador
